study,dataset,name,concept
gip,GIP_W29_V2,QE29005,QExx005
gip,GIP_W29_V2,QE29006,QExx006
gip,GIP_W29_V2,QE29007,QExx007
gip,GIP_W30_V3,id_g,id_g
gip,GIP_W30_V3,hhid_g,hhid_g
gip,GIP_W30_V3,pid,pid
gip,GIP_W30_V3,gender_16,gender_16
gip,GIP_W30_V3,year_of_birth_cat_16,year_of_birth_cat_16
gip,GIP_W30_V3,educ_school_16,educ_school_16
gip,GIP_W30_V3,educ_job_16,educ_job_16
gip,GIP_W30_V3,marital_status_16,marital_status_16
gip,GIP_W30_V3,number_hh_members_16,number_hh_members_16
gip,GIP_W30_V3,occupation_16,occupation_16
gip,GIP_W30_V3,german_citizenship_16,german_citizenship_16
gip,GIP_W30_V3,internet_usage_16,internet_usage_16
gip,GIP_W30_V3,state_16,state_16
gip,GIP_W30_V3,sample,sample
gip,GIP_W30_V3,dDatum,dDatum
gip,GIP_W30_V3,online_status_wave,online_status_wave
gip,GIP_W30_V3,expAL30001,expALxx001
gip,GIP_W30_V3,AC30034,ACxx034
gip,GIP_W30_V3,expAL30002_1,expALxx002_1
gip,GIP_W30_V3,expAL30002_2,expALxx002_2
gip,GIP_W30_V3,AL30002,ALxx002
gip,GIP_W30_V3,AC30103,ACxx103
gip,GIP_W30_V3,expAL30003,expALxx003
gip,GIP_W30_V3,AL30003,ALxx003
gip,GIP_W30_V3,expAL30004,expALxx004
gip,GIP_W30_V3,AL30004,ALxx004
gip,GIP_W30_V3,AL30005,ALxx005
gip,GIP_W30_V3,AL30006,ALxx006
gip,GIP_W30_V3,AL30007,ALxx007
gip,GIP_W30_V3,AL30008,ALxx008
gip,GIP_W30_V3,AL30009,ALxx009
gip,GIP_W30_V3,AA30039,AAxx039
gip,GIP_W30_V3,rndCE30280,rndCExx280
gip,GIP_W30_V3,CE30280,CExx280
gip,GIP_W30_V3,CE30281,CExx281
gip,GIP_W30_V3,CE30282,CExx282
gip,GIP_W30_V3,CE30283,CExx283
gip,GIP_W30_V3,CE30284,CExx284
gip,GIP_W30_V3,CE30291,CExx291
gip,GIP_W30_V3,rndAA30041a10,rndAAxx041a10
gip,GIP_W30_V3,AA30041a10,AAxx041a10
gip,GIP_W30_V3,AA30041a3,AAxx041a3
gip,GIP_W30_V3,AA30041a4,AAxx041a4
gip,GIP_W30_V3,AA30041a5,AAxx041a5
gip,GIP_W30_V3,AA30041a6,AAxx041a6
gip,GIP_W30_V3,AA30041a9,AAxx041a9
gip,GIP_W30_V3,AA30040a,AAxx040a
gip,GIP_W30_V3,expCG30080_1,expCGxx080_1
gip,GIP_W30_V3,expCG30080_2,expCGxx080_2
gip,GIP_W30_V3,CG30080,CGxx080
gip,GIP_W30_V3,CG30081,CGxx081
gip,GIP_W30_V3,CG30082,CGxx082
gip,GIP_W30_V3,CG30083,CGxx083
gip,GIP_W30_V3,CG30084,CGxx084
gip,GIP_W30_V3,expCG30085,expCGxx085
gip,GIP_W30_V3,CG30085,CGxx085
gip,GIP_W30_V3,CG30086_a,CGxx086_a
gip,GIP_W30_V3,CG30086_b,CGxx086_b
gip,GIP_W30_V3,CG30086_c,CGxx086_c
gip,GIP_W30_V3,CG30086_d,CGxx086_d
gip,GIP_W30_V3,CG30086_e,CGxx086_e
gip,GIP_W30_V3,CG30086_f,CGxx086_f
gip,GIP_W30_V3,expCK30001,expCKxx001
gip,GIP_W30_V3,CK30001,CKxx001
gip,GIP_W30_V3,expCE30285,expCExx285
gip,GIP_W30_V3,rndCE30285,rndCExx285
gip,GIP_W30_V3,CE30285,CExx285
gip,GIP_W30_V3,rndCE30286,rndCExx286
gip,GIP_W30_V3,CE30286,CExx286
gip,GIP_W30_V3,rndCE30287,rndCExx287
gip,GIP_W30_V3,CE30287,CExx287
gip,GIP_W30_V3,rndCE30288,rndCExx288
gip,GIP_W30_V3,CE30288,CExx288
gip,GIP_W30_V3,rndCE30289,rndCExx289
gip,GIP_W30_V3,CE30289,CExx289
gip,GIP_W30_V3,rndCE30290,rndCExx290
gip,GIP_W30_V3,CE30290,CExx290
gip,GIP_W30_V3,expCL30001,expCLxx001
gip,GIP_W30_V3,rndCL30001,rndCLxx001
gip,GIP_W30_V3,CL30001,CLxx001
gip,GIP_W30_V3,CL30002,CLxx002
gip,GIP_W30_V3,CL30003,CLxx003
gip,GIP_W30_V3,CL30004,CLxx004
gip,GIP_W30_V3,CL30005,CLxx005
gip,GIP_W30_V3,CL30012,CLxx012
gip,GIP_W30_V3,rndCE30226,rndCExx226
gip,GIP_W30_V3,CE30226,CExx226
gip,GIP_W30_V3,rndZJ30030,rndZJxx030
gip,GIP_W30_V3,ZJ30030,ZJxx030
gip,GIP_W30_V3,ZJ30031,ZJxx031
gip,GIP_W30_V3,AE30080,AExx080
gip,GIP_W30_V3,AE30081,AExx081
gip,GIP_W30_V3,AE30082,AExx082
gip,GIP_W30_V3,AE30083,AExx083
gip,GIP_W30_V3,QE30001,QExx001
gip,GIP_W30_V3,QE30002,QExx002
gip,GIP_W30_V3,QE30003,QExx003
gip,GIP_W30_V3,QE30004,QExx004
gip,GIP_W30_V3,QE30005,QExx005
gip,GIP_W30_V3,QE30006,QExx006
gip,GIP_W30_V3,QE30007,QExx007
gip,GIP_W30_V3,dauer_f016,dauer_f016
gip,GIP_W30_V3,f043_start,f043_start
gip,GIP_W30_V3,f043_end,f043_end
gip,GIP_W30_V3,f044_start,f044_start
gip,GIP_W30_V3,f044_end,f044_end
gip,GIP_W30_V3,f045_start,f045_start
gip,GIP_W30_V3,f045_end,f045_end
gip,GIP_W30_V3,f046_start,f046_start
gip,GIP_W30_V3,f046_end,f046_end
gip,GIP_W30_V3,f047_start,f047_start
gip,GIP_W30_V3,f047_end,f047_end
gip,GIP_W30_V3,f048_start,f048_start
gip,GIP_W30_V3,f048_end,f048_end
gip,GIP_W30_V3,dauer_f050,dauer_f050
gip,GIP_W30_V3,dauer_f051,dauer_f051
gip,GIP_W30_V3,dauer_f052,dauer_f052
gip,GIP_W30_V3,dauer_f053,dauer_f053
gip,GIP_W30_V3,dauer_f054,dauer_f054
gip,GIP_W30_V3,dauer_f055,dauer_f055
gip,GIP_W30_V3,_merge,_merge
gip,GIP_W31_V1,id_g,id_g
gip,GIP_W31_V1,hhid_g,hhid_g
gip,GIP_W31_V1,pid,pid
gip,GIP_W31_V1,gender_17,gender_17
gip,GIP_W31_V1,year_of_birth_cat_17,year_of_birth_cat_17
gip,GIP_W31_V1,educ_school_17,educ_school_17
gip,GIP_W31_V1,educ_job_17,educ_job_17
gip,GIP_W31_V1,marital_status_17,marital_status_17
gip,GIP_W31_V1,number_hh_members_17,number_hh_members_17
gip,GIP_W31_V1,occupation_17,occupation_17
gip,GIP_W31_V1,german_citizenship_17,german_citizenship_17
gip,GIP_W31_V1,internet_usage_17,internet_usage_17
gip,GIP_W31_V1,state_17,state_17
gip,GIP_W31_V1,sample,sample
gip,GIP_W31_V1,dDatum,dDatum
gip,GIP_W31_V1,online_status_wave,online_status_wave
gip,GIP_W31_V1,AA31401,AAxx401
gip,GIP_W31_V1,AA31402,AAxx402
gip,GIP_W31_V1,AA31403,AAxx403
gip,GIP_W31_V1,AA31404,AAxx404
gip,GIP_W31_V1,AA31405_NA,AAxx405_NA
gip,GIP_W31_V1,AA31406_NA,AAxx406_NA
gip,GIP_W31_V1,AA31408_NA,AAxx408_NA
gip,GIP_W31_V1,AA31400_TXT_NA,AAxx400_TXT_NA
gip,GIP_W31_V1,AA31409,AAxx409
gip,GIP_W31_V1,AA31410_NA,AAxx410_NA
gip,GIP_W31_V1,AA31210,AAxx210
gip,GIP_W31_V1,AA31411,AAxx411
gip,GIP_W31_V1,AA31412_NA,AAxx412_NA
gip,GIP_W31_V1,AA31211,AAxx211
gip,GIP_W31_V1,AA31307,AAxx307
gip,GIP_W31_V1,AA31004,AAxx004
gip,GIP_W31_V1,AA31057,AAxx057
gip,GIP_W31_V1,AA31413a,AAxx413a
gip,GIP_W31_V1,AA31414a,AAxx414a
gip,GIP_W31_V1,AA31415a,AAxx415a
gip,GIP_W31_V1,AA31413b,AAxx413b
gip,GIP_W31_V1,AA31414b,AAxx414b
gip,GIP_W31_V1,AA31415b,AAxx415b
gip,GIP_W31_V1,AA31413c,AAxx413c
gip,GIP_W31_V1,AA31414c,AAxx414c
gip,GIP_W31_V1,AA31415c,AAxx415c
gip,GIP_W31_V1,AA31413d,AAxx413d
gip,GIP_W31_V1,AA31414d,AAxx414d
gip,GIP_W31_V1,AA31415d,AAxx415d
gip,GIP_W31_V1,AA31430,AAxx430
gip,GIP_W31_V1,AA31303,AAxx303
gip,GIP_W31_V1,AA31305,AAxx305
gip,GIP_W31_V1,AA31450_a,AAxx450_a
gip,GIP_W31_V1,AA31450_b,AAxx450_b
gip,GIP_W31_V1,AA31450_c,AAxx450_c
gip,GIP_W31_V1,AA31450_d,AAxx450_d
gip,GIP_W31_V1,AA31450_e,AAxx450_e
gip,GIP_W31_V1,AA31450_f,AAxx450_f
gip,GIP_W31_V1,AA31450_g,AAxx450_g
gip,GIP_W31_V1,AA31450_h,AAxx450_h
gip,GIP_W31_V1,AA31450_i,AAxx450_i
gip,GIP_W31_V1,AA31450_j,AAxx450_j
gip,GIP_W31_V1,AA31450_k,AAxx450_k
gip,GIP_W31_V1,AA31450_l,AAxx450_l
gip,GIP_W31_V1,AA31450_m,AAxx450_m
gip,GIP_W31_V1,AA31450_n,AAxx450_n
gip,GIP_W31_V1,AA31450_o,AAxx450_o
gip,GIP_W31_V1,AA31450_p,AAxx450_p
gip,GIP_W31_V1,AA31450_q,AAxx450_q
gip,GIP_W31_V1,AA31451,AAxx451
gip,GIP_W31_V1,AA31006,AAxx006
gip,GIP_W31_V1,AA31452,AAxx452
gip,GIP_W31_V1,AA31453,AAxx453
gip,GIP_W31_V1,AA31454,AAxx454
gip,GIP_W31_V1,AA31455,AAxx455
gip,GIP_W31_V1,AA31456,AAxx456
gip,GIP_W31_V1,AA31457,AAxx457
gip,GIP_W31_V1,AA31458,AAxx458
gip,GIP_W31_V1,AA31427,AAxx427
gip,GIP_W31_V1,AA31428,AAxx428
gip,GIP_W31_V1,AA31429,AAxx429
gip,GIP_W31_V1,AA31309,AAxx309
gip,GIP_W31_V1,AA31440,AAxx440
gip,GIP_W31_V1,rotAA31023,rotAAxx023
gip,GIP_W31_V1,AA31023,AAxx023
gip,GIP_W31_V1,AA31024,AAxx024
gip,GIP_W31_V1,AA31025,AAxx025
gip,GIP_W31_V1,AA31026,AAxx026
gip,GIP_W31_V1,rotAA31027,rotAAxx027
gip,GIP_W31_V1,AA31027,AAxx027
gip,GIP_W31_V1,AA31028,AAxx028
gip,GIP_W31_V1,AA31029,AAxx029
gip,GIP_W31_V1,AA31030,AAxx030
gip,GIP_W31_V1,AA31031,AAxx031
gip,GIP_W31_V1,AA31032,AAxx032
gip,GIP_W31_V1,AA31033,AAxx033
gip,GIP_W31_V1,AA31034,AAxx034
gip,GIP_W31_V1,AA31035,AAxx035
gip,GIP_W31_V1,AA31036,AAxx036
gip,GIP_W31_V1,AA31037,AAxx037
gip,GIP_W31_V1,expAA31040a,expAAxx040a
gip,GIP_W31_V1,AA31040a,AAxx040a
gip,GIP_W31_V1,AA31042,AAxx042
gip,GIP_W31_V1,AA31043,AAxx043
gip,GIP_W31_V1,AA31054,AAxx054
gip,GIP_W31_V1,AA31055,AAxx055
gip,GIP_W31_V1,AA31056,AAxx056
gip,GIP_W31_V1,AA31470,AAxx470
gip,GIP_W31_V1,AA31471,AAxx471
gip,GIP_W31_V1,AA31472,AAxx472
gip,GIP_W31_V1,AA31038,AAxx038
gip,GIP_W31_V1,QE31001,QExx001
gip,GIP_W31_V1,QE31002,QExx002
gip,GIP_W31_V1,QE31003,QExx003
gip,GIP_W31_V1,QE31004,QExx004
gip,GIP_W31_V1,QE31005,QExx005
gip,GIP_W31_V1,QE31006,QExx006
gip,GIP_W31_V1,QE31007,QExx007
gip,GIP_W31_V1,hh_income_17,hh_income_17
gip,GIP_W32_V1,id_g,id_g
gip,GIP_W32_V1,hhid_g,hhid_g
gip,GIP_W32_V1,pid,pid
gip,GIP_W32_V1,gender_17,gender_17
gip,GIP_W32_V1,year_of_birth_cat_17,year_of_birth_cat_17
gip,GIP_W32_V1,educ_school_17,educ_school_17
gip,GIP_W32_V1,educ_job_17,educ_job_17
gip,GIP_W32_V1,marital_status_17,marital_status_17
gip,GIP_W32_V1,number_hh_members_17,number_hh_members_17
gip,GIP_W32_V1,occupation_17,occupation_17
gip,GIP_W32_V1,german_citizenship_17,german_citizenship_17
gip,GIP_W32_V1,internet_usage_17,internet_usage_17
gip,GIP_W32_V1,state_17,state_17
gip,GIP_W32_V1,sample,sample
gip,GIP_W32_V1,dDatum,dDatum
gip,GIP_W32_V1,online_status_wave,online_status_wave
gip,GIP_W32_V1,CE32152,CExx152
gip,GIP_W32_V1,rndCE32300,rndCExx300
gip,GIP_W32_V1,CE32300,CExx300
gip,GIP_W32_V1,CE32301,CExx301
gip,GIP_W32_V1,CE32302,CExx302
gip,GIP_W32_V1,CE32303,CExx303
gip,GIP_W32_V1,CE32304,CExx304
gip,GIP_W32_V1,rndCE32250,rndCExx250
gip,GIP_W32_V1,CE32250,CExx250
gip,GIP_W32_V1,CE32252,CExx252
gip,GIP_W32_V1,CE32254,CExx254
gip,GIP_W32_V1,CE32256,CExx256
gip,GIP_W32_V1,CE32258,CExx258
gip,GIP_W32_V1,CE32260,CExx260
gip,GIP_W32_V1,CE32262,CExx262
gip,GIP_W32_V1,rndZJ32030,rndZJxx030
gip,GIP_W32_V1,ZJ32030,ZJxx030
gip,GIP_W32_V1,ZJ32031,ZJxx031
gip,GIP_W32_V1,rndCE32280,rndCExx280
gip,GIP_W32_V1,CE32280,CExx280
gip,GIP_W32_V1,CE32281,CExx281
gip,GIP_W32_V1,CE32282,CExx282
gip,GIP_W32_V1,CE32283,CExx283
gip,GIP_W32_V1,CE32284,CExx284
gip,GIP_W32_V1,CE32291,CExx291
gip,GIP_W32_V1,CE32305_a,CExx305_a
gip,GIP_W32_V1,CE32305_b,CExx305_b
gip,GIP_W32_V1,CE32305_c,CExx305_c
gip,GIP_W32_V1,CE32305_d,CExx305_d
gip,GIP_W32_V1,CE32306_a,CExx306_a
gip,GIP_W32_V1,CE32306_b,CExx306_b
gip,GIP_W32_V1,CE32306_c,CExx306_c
gip,GIP_W32_V1,CE32306_d,CExx306_d
gip,GIP_W32_V1,CE32306_e,CExx306_e
gip,GIP_W32_V1,CE32306_f,CExx306_f
gip,GIP_W32_V1,CE32306_g,CExx306_g
gip,GIP_W32_V1,rndCE32307,rndCExx307
gip,GIP_W32_V1,CE32307,CExx307
gip,GIP_W32_V1,CE32308,CExx308
gip,GIP_W32_V1,CE32309,CExx309
gip,GIP_W32_V1,CE32310,CExx310
gip,GIP_W32_V1,CE32311,CExx311
gip,GIP_W32_V1,CE32055,CExx055
gip,GIP_W32_V1,AA32038,AAxx038
gip,GIP_W32_V1,AJ32030,AJxx030
gip,GIP_W32_V1,AJ32004,AJxx004
gip,GIP_W32_V1,AM32001,AMxx001
gip,GIP_W32_V1,AM32002_a,AMxx002_a
gip,GIP_W32_V1,AM32002_b,AMxx002_b
gip,GIP_W32_V1,AM32002_c,AMxx002_c
gip,GIP_W32_V1,AM32002_d,AMxx002_d
gip,GIP_W32_V1,AM32002_e,AMxx002_e
gip,GIP_W32_V1,AM32002_f,AMxx002_f
gip,GIP_W32_V1,AM32002_g,AMxx002_g
gip,GIP_W32_V1,AM32002_h,AMxx002_h
gip,GIP_W32_V1,AM32002_i,AMxx002_i
gip,GIP_W32_V1,AM32002_j,AMxx002_j
gip,GIP_W32_V1,AM32002_k,AMxx002_k
gip,GIP_W32_V1,AM32002_l,AMxx002_l
gip,GIP_W32_V1,AM32002_m,AMxx002_m
gip,GIP_W32_V1,AM32003,AMxx003
gip,GIP_W32_V1,AM32004,AMxx004
gip,GIP_W32_V1,AM32005,AMxx005
gip,GIP_W32_V1,AM32006,AMxx006
gip,GIP_W32_V1,AM32007,AMxx007
gip,GIP_W32_V1,AM32008,AMxx008
gip,GIP_W32_V1,AM32009,AMxx009
gip,GIP_W32_V1,AE32090,AExx090
gip,GIP_W32_V1,AE32091,AExx091
gip,GIP_W32_V1,AE32092,AExx092
gip,GIP_W32_V1,AE32093,AExx093
gip,GIP_W32_V1,AE32094,AExx094
gip,GIP_W32_V1,AE32095,AExx095
gip,GIP_W32_V1,QE32001,QExx001
gip,GIP_W32_V1,QE32002,QExx002
gip,GIP_W32_V1,QE32003,QExx003
gip,GIP_W32_V1,QE32004,QExx004
gip,GIP_W32_V1,QE32005,QExx005
gip,GIP_W32_V1,QE32006,QExx006
gip,GIP_W32_V1,QE32007,QExx007
gip,GIP_W33_V2,id_g,id_g
gip,GIP_W33_V2,hhid_g,hhid_g
gip,GIP_W33_V2,pid,pid
gip,GIP_W33_V2,gender_17,gender_17
gip,GIP_W33_V2,year_of_birth_cat_17,year_of_birth_cat_17
gip,GIP_W33_V2,educ_school_17,educ_school_17
gip,GIP_W33_V2,educ_job_17,educ_job_17
gip,GIP_W33_V2,marital_status_17,marital_status_17
gip,GIP_W33_V2,number_hh_members_17,number_hh_members_17
gip,GIP_W33_V2,occupation_17,occupation_17
gip,GIP_W33_V2,german_citizenship_17,german_citizenship_17
gip,GIP_W33_V2,internet_usage_17,internet_usage_17
gip,GIP_W33_V2,state_17,state_17
gip,GIP_W33_V2,sample,sample
gip,GIP_W33_V2,dDatum,dDatum
gip,GIP_W33_V2,online_status_wave,online_status_wave
gip,GIP_W33_V2,AC33050,ACxx050
gip,GIP_W33_V2,AC33051,ACxx051
gip,GIP_W33_V2,AC33080,ACxx080
gip,GIP_W33_V2,AC33148,ACxx148
gip,GIP_W33_V2,AA33005,AAxx005
gip,GIP_W33_V2,AC33082,ACxx082
gip,GIP_W33_V2,AC33083,ACxx083
gip,GIP_W33_V2,AC33084,ACxx084
gip,GIP_W33_V2,AC33086,ACxx086
gip,GIP_W33_V2,AC33087,ACxx087
gip,GIP_W33_V2,AC33056,ACxx056
gip,GIP_W33_V2,AC33058,ACxx058
gip,GIP_W33_V2,AC33088,ACxx088
gip,GIP_W33_V2,AC33089,ACxx089
gip,GIP_W33_V2,AC33090,ACxx090
gip,GIP_W33_V2,AC33091,ACxx091
gip,GIP_W33_V2,AC33092,ACxx092
gip,GIP_W33_V2,AC33180_a,ACxx180_a
gip,GIP_W33_V2,AC33180_b,ACxx180_b
gip,GIP_W33_V2,AC33180_c,ACxx180_c
gip,GIP_W33_V2,AC33180_d,ACxx180_d
gip,GIP_W33_V2,AC33180_e,ACxx180_e
gip,GIP_W33_V2,AC33180_f,ACxx180_f
gip,GIP_W33_V2,AC33180_g,ACxx180_g
gip,GIP_W33_V2,AC33180_h,ACxx180_h
gip,GIP_W33_V2,AC33180_i,ACxx180_i
gip,GIP_W33_V2,AC33094_a,ACxx094_a
gip,GIP_W33_V2,AC33094_b,ACxx094_b
gip,GIP_W33_V2,AC33094_c,ACxx094_c
gip,GIP_W33_V2,AC33094_d,ACxx094_d
gip,GIP_W33_V2,AC33094_e,ACxx094_e
gip,GIP_W33_V2,AC33094_f,ACxx094_f
gip,GIP_W33_V2,AC33094_g,ACxx094_g
gip,GIP_W33_V2,AC33095,ACxx095
gip,GIP_W33_V2,AC33065,ACxx065
gip,GIP_W33_V2,AC33067,ACxx067
gip,GIP_W33_V2,AC33181,ACxx181
gip,GIP_W33_V2,AC33142,ACxx142
gip,GIP_W33_V2,AC33182,ACxx182
gip,GIP_W33_V2,AC33183,ACxx183
gip,GIP_W33_V2,AC33161,ACxx161
gip,GIP_W33_V2,AC33163,ACxx163
gip,GIP_W33_V2,expAM33010,expAMxx010
gip,GIP_W33_V2,AM33010,AMxx010
gip,GIP_W33_V2,AM33011,AMxx011
gip,GIP_W33_V2,AN33001,ANxx001
gip,GIP_W33_V2,expCG33090,expCGxx090
gip,GIP_W33_V2,CG33090,CGxx090
gip,GIP_W33_V2,CG33091,CGxx091
gip,GIP_W33_V2,CG33092,CGxx092
gip,GIP_W33_V2,CG33093,CGxx093
gip,GIP_W33_V2,CG33094,CGxx094
gip,GIP_W33_V2,CG33095,CGxx095
gip,GIP_W33_V2,CG33096,CGxx096
gip,GIP_W33_V2,CG33097,CGxx097
gip,GIP_W33_V2,expAN33002,expANxx002
gip,GIP_W33_V2,AN33002,ANxx002
gip,GIP_W33_V2,expAE33040,expAExx040
gip,GIP_W33_V2,AE33040_js,AExx040_js
gip,GIP_W33_V2,rndAE33040,rndAExx040
gip,GIP_W33_V2,AE33040,AExx040
gip,GIP_W33_V2,AE33041,AExx041
gip,GIP_W33_V2,AE33042,AExx042
gip,GIP_W33_V2,AE33043,AExx043
gip,GIP_W33_V2,AE33044,AExx044
gip,GIP_W33_V2,AE33045,AExx045
gip,GIP_W33_V2,AN33003,ANxx003
gip,GIP_W33_V2,RM33011,RMxx011
gip,GIP_W33_V2,BF17031,BFxx031
gip,GIP_W33_V2,BF17035,BFxx035
gip,GIP_W33_V2,BF33120,BFxx120
gip,GIP_W33_V2,BF33121,BFxx121
gip,GIP_W33_V2,BF33122,BFxx122
gip,GIP_W33_V2,BF33123,BFxx123
gip,GIP_W33_V2,BF33124,BFxx124
gip,GIP_W33_V2,BF33125,BFxx125
gip,GIP_W33_V2,QE33001,QExx001
gip,GIP_W33_V2,QE33002,QExx002
gip,GIP_W33_V2,QE33003,QExx003
gip,GIP_W33_V2,QE33004,QExx004
gip,GIP_W33_V2,QE33005,QExx005
gip,GIP_W33_V2,QE33006,QExx006
gip,GIP_W33_V2,QE33007,QExx007
gip,GIP_W34_V1,id_g,id_g
gip,GIP_W34_V1,hhid_g,hhid_g
gip,GIP_W34_V1,pid,pid
gip,GIP_W34_V1,gender_17,gender_17
gip,GIP_W34_V1,year_of_birth_cat_17,year_of_birth_cat_17
gip,GIP_W34_V1,educ_school_17,educ_school_17
gip,GIP_W34_V1,educ_job_17,educ_job_17
gip,GIP_W34_V1,marital_status_17,marital_status_17
gip,GIP_W34_V1,number_hh_members_17,number_hh_members_17
gip,GIP_W34_V1,occupation_17,occupation_17
gip,GIP_W34_V1,german_citizenship_17,german_citizenship_17
gip,GIP_W34_V1,internet_usage_17,internet_usage_17
gip,GIP_W34_V1,state_17,state_17
gip,GIP_W34_V1,sample,sample
gip,GIP_W34_V1,dDatum,dDatum
gip,GIP_W34_V1,online_status_wave,online_status_wave
gip,GIP_W34_V1,AA34309,AAxx309
gip,GIP_W34_V1,ZF34070_a,ZFxx070_a
gip,GIP_W34_V1,ZF34070_b,ZFxx070_b
gip,GIP_W34_V1,ZF34070_c,ZFxx070_c
gip,GIP_W34_V1,ZF34070_d,ZFxx070_d
gip,GIP_W34_V1,ZF34070_e,ZFxx070_e
gip,GIP_W34_V1,ZF34070_f,ZFxx070_f
gip,GIP_W34_V1,ZF34070_g,ZFxx070_g
gip,GIP_W34_V1,ZF34070_h,ZFxx070_h
gip,GIP_W34_V1,ZF34070_i,ZFxx070_i
gip,GIP_W34_V1,ZF34070_j,ZFxx070_j
gip,GIP_W34_V1,ZF34071,ZFxx071
gip,GIP_W34_V1,ZF34072_a,ZFxx072_a
gip,GIP_W34_V1,ZF34072_b,ZFxx072_b
gip,GIP_W34_V1,ZF34072_c,ZFxx072_c
gip,GIP_W34_V1,ZF34072_d,ZFxx072_d
gip,GIP_W34_V1,ZF34072_e,ZFxx072_e
gip,GIP_W34_V1,ZF34072_f,ZFxx072_f
gip,GIP_W34_V1,ZF34072_g,ZFxx072_g
gip,GIP_W34_V1,ZF34072_h,ZFxx072_h
gip,GIP_W34_V1,ZF34073,ZFxx073
gip,GIP_W34_V1,ZF34074,ZFxx074
gip,GIP_W34_V1,ZF34075,ZFxx075
gip,GIP_W34_V1,ZF34076,ZFxx076
gip,GIP_W34_V1,ZF34077_a,ZFxx077_a
gip,GIP_W34_V1,ZF34077_b,ZFxx077_b
gip,GIP_W34_V1,ZF34077_c,ZFxx077_c
gip,GIP_W34_V1,ZF34077_d,ZFxx077_d
gip,GIP_W34_V1,ZF34077_e,ZFxx077_e
gip,GIP_W34_V1,ZF34077_f,ZFxx077_f
gip,GIP_W34_V1,ZF34077_g,ZFxx077_g
gip,GIP_W34_V1,ZF34077_h,ZFxx077_h
gip,GIP_W34_V1,ZF34077_i,ZFxx077_i
gip,GIP_W34_V1,ZF34077_j,ZFxx077_j
gip,GIP_W34_V1,ZF34077_k,ZFxx077_k
gip,GIP_W34_V1,ZF34077_l,ZFxx077_l
gip,GIP_W34_V1,ZF34077_m,ZFxx077_m
gip,GIP_W34_V1,ZF34077_n,ZFxx077_n
gip,GIP_W34_V1,ZF34077_o,ZFxx077_o
gip,GIP_W34_V1,ZF34078,ZFxx078
gip,GIP_W34_V1,ZF34079,ZFxx079
gip,GIP_W34_V1,ZF34080,ZFxx080
gip,GIP_W34_V1,ZF34081,ZFxx081
gip,GIP_W34_V1,ZF34082,ZFxx082
gip,GIP_W34_V1,ZF34083,ZFxx083
gip,GIP_W34_V1,ZF34084,ZFxx084
gip,GIP_W34_V1,ZF34085,ZFxx085
gip,GIP_W34_V1,ZF34086,ZFxx086
gip,GIP_W34_V1,ZF34087,ZFxx087
gip,GIP_W34_V1,ZF34088,ZFxx088
gip,GIP_W34_V1,ZF34089,ZFxx089
gip,GIP_W34_V1,ZF34090,ZFxx090
gip,GIP_W34_V1,ZF34091,ZFxx091
gip,GIP_W34_V1,CF34050,CFxx050
gip,GIP_W34_V1,CF34051,CFxx051
gip,GIP_W34_V1,CF34052,CFxx052
gip,GIP_W34_V1,AA34039,AAxx039
gip,GIP_W34_V1,rndCF34053,rndCFxx053
gip,GIP_W34_V1,CF34053,CFxx053
gip,GIP_W34_V1,rndCF34054,rndCFxx054
gip,GIP_W34_V1,CF34054,CFxx054
gip,GIP_W34_V1,CF34055,CFxx055
gip,GIP_W34_V1,CF34056_1,CFxx056_1
gip,GIP_W34_V1,CF34056_2,CFxx056_2
gip,GIP_W34_V1,CF34056_3,CFxx056_3
gip,GIP_W34_V1,CF34056_DK,CFxx056_DK
gip,GIP_W34_V1,CF34057_1,CFxx057_1
gip,GIP_W34_V1,CF34057_2,CFxx057_2
gip,GIP_W34_V1,CF34057_3,CFxx057_3
gip,GIP_W34_V1,CF34057_4,CFxx057_4
gip,GIP_W34_V1,CF34057_DK,CFxx057_DK
gip,GIP_W34_V1,CF34058_1,CFxx058_1
gip,GIP_W34_V1,CF34058_2,CFxx058_2
gip,GIP_W34_V1,CF34058_3,CFxx058_3
gip,GIP_W34_V1,CF34058_4,CFxx058_4
gip,GIP_W34_V1,CF34058_5,CFxx058_5
gip,GIP_W34_V1,CF34058_6,CFxx058_6
gip,GIP_W34_V1,CF34058,CFxx058
gip,GIP_W34_V1,CF34059,CFxx059
gip,GIP_W34_V1,CF34060,CFxx060
gip,GIP_W34_V1,CF34061,CFxx061
gip,GIP_W34_V1,CF34062_1,CFxx062_1
gip,GIP_W34_V1,CF34062_2,CFxx062_2
gip,GIP_W34_V1,CF34062_3,CFxx062_3
gip,GIP_W34_V1,CF34062_4,CFxx062_4
gip,GIP_W34_V1,CF34062_5,CFxx062_5
gip,GIP_W34_V1,CF34062_6,CFxx062_6
gip,GIP_W34_V1,CF34062,CFxx062
gip,GIP_W34_V1,CF34063,CFxx063
gip,GIP_W34_V1,CF34064,CFxx064
gip,GIP_W34_V1,CF34065,CFxx065
gip,GIP_W34_V1,CF34066_1,CFxx066_1
gip,GIP_W34_V1,CF34066_2,CFxx066_2
gip,GIP_W34_V1,CF34066_3,CFxx066_3
gip,GIP_W34_V1,CF34066_4,CFxx066_4
gip,GIP_W34_V1,CF34066_5,CFxx066_5
