study,dataset,name,concept
gip,GIP_W20_V2,CD20113,CDxx113
gip,GIP_W20_V2,BE20070_a,BExx070_a
gip,GIP_W20_V2,BE20070_b,BExx070_b
gip,GIP_W20_V2,BE20070_c,BExx070_c
gip,GIP_W20_V2,BE20070_d,BExx070_d
gip,GIP_W20_V2,BE20070_e,BExx070_e
gip,GIP_W20_V2,BE20070_f,BExx070_f
gip,GIP_W20_V2,BE20070_g,BExx070_g
gip,GIP_W20_V2,BE20070_h,BExx070_h
gip,GIP_W20_V2,BE20070_i,BExx070_i
gip,GIP_W20_V2,BE20070_j,BExx070_j
gip,GIP_W20_V2,BE20071,BExx071
gip,GIP_W20_V2,BE20072,BExx072
gip,GIP_W20_V2,BE20073,BExx073
gip,GIP_W20_V2,BE20074,BExx074
gip,GIP_W20_V2,BE20075,BExx075
gip,GIP_W20_V2,BE20076_DK,BExx076_DK
gip,GIP_W20_V2,BE20077,BExx077
gip,GIP_W20_V2,rndAE20030,rndAExx030
gip,GIP_W20_V2,AE20030,AExx030
gip,GIP_W20_V2,rndAE20031,rndAExx031
gip,GIP_W20_V2,AE20031,AExx031
gip,GIP_W20_V2,AE20032,AExx032
gip,GIP_W20_V2,AE20033,AExx033
gip,GIP_W20_V2,AE20034,AExx034
gip,GIP_W20_V2,QE20001,QExx001
gip,GIP_W20_V2,QE20002,QExx002
gip,GIP_W20_V2,QE20003,QExx003
gip,GIP_W20_V2,QE20004,QExx004
gip,GIP_W20_V2,QE20005,QExx005
gip,GIP_W20_V2,QE20006,QExx006
gip,GIP_W20_V2,QE20007,QExx007
gip,GIP_W21_V2,id_g,id_g
gip,GIP_W21_V2,hhid_g,hhid_g
gip,GIP_W21_V2,pid,pid
gip,GIP_W21_V2,gender_15,gender_15
gip,GIP_W21_V2,year_of_birth_cat,year_of_birth_cat
gip,GIP_W21_V2,educ_school_15,educ_school_15
gip,GIP_W21_V2,educ_job_15,educ_job_15
gip,GIP_W21_V2,marital_status_15,marital_status_15
gip,GIP_W21_V2,number_hh_members_15,number_hh_members_15
gip,GIP_W21_V2,occupation_15,occupation_15
gip,GIP_W21_V2,state,state
gip,GIP_W21_V2,german_citizenship_15,german_citizenship_15
gip,GIP_W21_V2,internet_usage_15,internet_usage_15
gip,GIP_W21_V2,sample,sample
gip,GIP_W21_V2,dDatum,dDatum
gip,GIP_W21_V2,hOnline,hOnline
gip,GIP_W21_V2,hGIP2,hGIP2
gip,GIP_W21_V2,BE20077,BExx077
gip,GIP_W21_V2,CF21001,CFxx001
gip,GIP_W21_V2,CF21002,CFxx002
gip,GIP_W21_V2,CF21003,CFxx003
gip,GIP_W21_V2,expCF21004,expCFxx004
gip,GIP_W21_V2,CF21004,CFxx004
gip,GIP_W21_V2,CF21012,CFxx012
gip,GIP_W21_V2,BE21080,BExx080
gip,GIP_W21_V2,BE21081,BExx081
gip,GIP_W21_V2,BE21082,BExx082
gip,GIP_W21_V2,BE21082_1,BExx082_1
gip,GIP_W21_V2,BE21083,BExx083
gip,GIP_W21_V2,BE21083_1,BExx083_1
gip,GIP_W21_V2,BE21084,BExx084
gip,GIP_W21_V2,BE21085,BExx085
gip,GIP_W21_V2,BE21086,BExx086
gip,GIP_W21_V2,BE21087,BExx087
gip,GIP_W21_V2,BE21088,BExx088
gip,GIP_W21_V2,BE21089,BExx089
gip,GIP_W21_V2,BE21090,BExx090
gip,GIP_W21_V2,BE21091,BExx091
gip,GIP_W21_V2,BE21092,BExx092
gip,GIP_W21_V2,BE21093,BExx093
gip,GIP_W21_V2,BE21094,BExx094
gip,GIP_W21_V2,BE21095,BExx095
gip,GIP_W21_V2,expAC21050,expACxx050
gip,GIP_W21_V2,AC21050,ACxx050
gip,GIP_W21_V2,AC21051,ACxx051
gip,GIP_W21_V2,expAC21054,expACxx054
gip,GIP_W21_V2,AC21054,ACxx054
gip,GIP_W21_V2,AC21055,ACxx055
gip,GIP_W21_V2,AC21080,ACxx080
gip,GIP_W21_V2,AC21081,ACxx081
gip,GIP_W21_V2,AA21005,AAxx005
gip,GIP_W21_V2,AC21082,ACxx082
gip,GIP_W21_V2,AC21083,ACxx083
gip,GIP_W21_V2,AC21084,ACxx084
gip,GIP_W21_V2,AC21085,ACxx085
gip,GIP_W21_V2,AC21086,ACxx086
gip,GIP_W21_V2,AC21087,ACxx087
gip,GIP_W21_V2,AC21056,ACxx056
gip,GIP_W21_V2,AC21058,ACxx058
gip,GIP_W21_V2,AC21088,ACxx088
gip,GIP_W21_V2,AC21089,ACxx089
gip,GIP_W21_V2,AC21090,ACxx090
gip,GIP_W21_V2,AC21091,ACxx091
gip,GIP_W21_V2,AC21092,ACxx092
gip,GIP_W21_V2,AC21093_a,ACxx093_a
gip,GIP_W21_V2,AC21093_b,ACxx093_b
gip,GIP_W21_V2,AC21093_c,ACxx093_c
gip,GIP_W21_V2,AC21093_d,ACxx093_d
gip,GIP_W21_V2,AC21093_e,ACxx093_e
gip,GIP_W21_V2,AC21093_f,ACxx093_f
gip,GIP_W21_V2,AC21093_g,ACxx093_g
gip,GIP_W21_V2,AC21093_h,ACxx093_h
gip,GIP_W21_V2,AC21093_i,ACxx093_i
gip,GIP_W21_V2,AC21094_a,ACxx094_a
gip,GIP_W21_V2,AC21094_b,ACxx094_b
gip,GIP_W21_V2,AC21094_c,ACxx094_c
gip,GIP_W21_V2,AC21094_d,ACxx094_d
gip,GIP_W21_V2,AC21094_e,ACxx094_e
gip,GIP_W21_V2,AC21094_f,ACxx094_f
gip,GIP_W21_V2,AC21094_f_coded,ACxx094_f_coded
gip,GIP_W21_V2,AC21095,ACxx095
gip,GIP_W21_V2,expAC21096,expACxx096
gip,GIP_W21_V2,AC21096,ACxx096
gip,GIP_W21_V2,expAC21097,expACxx097
gip,GIP_W21_V2,AC21097,ACxx097
gip,GIP_W21_V2,AC21065,ACxx065
gip,GIP_W21_V2,AC21067,ACxx067
gip,GIP_W21_V2,AC21098,ACxx098
gip,GIP_W21_V2,AC21099_js,ACxx099_js
gip,GIP_W21_V2,AC21099_1,ACxx099_1
gip,GIP_W21_V2,AC21099_2,ACxx099_2
gip,GIP_W21_V2,AC21099_3,ACxx099_3
gip,GIP_W21_V2,AC21099_4,ACxx099_4
gip,GIP_W21_V2,AC21099_5,ACxx099_5
gip,GIP_W21_V2,AC21099_6,ACxx099_6
gip,GIP_W21_V2,AC21099_7,ACxx099_7
gip,GIP_W21_V2,AC21099,ACxx099
gip,GIP_W21_V2,AC21100_js,ACxx100_js
gip,GIP_W21_V2,AC21100,ACxx100
gip,GIP_W21_V2,rndAC21101,rndACxx101
gip,GIP_W21_V2,AC21101_a,ACxx101_a
gip,GIP_W21_V2,AC21101_b,ACxx101_b
gip,GIP_W21_V2,AC21101_c,ACxx101_c
gip,GIP_W21_V2,AC21101_d,ACxx101_d
gip,GIP_W21_V2,AC21101_e,ACxx101_e
gip,GIP_W21_V2,AC21101_f,ACxx101_f
gip,GIP_W21_V2,AC21102_js,ACxx102_js
gip,GIP_W21_V2,AC21102,ACxx102
gip,GIP_W21_V2,AC21033,ACxx033
gip,GIP_W21_V2,AC21034,ACxx034
gip,GIP_W21_V2,AC21035,ACxx035
gip,GIP_W21_V2,expAC21103,expACxx103
gip,GIP_W21_V2,AC21103,ACxx103
gip,GIP_W21_V2,QE21001,QExx001
gip,GIP_W21_V2,QE21002,QExx002
gip,GIP_W21_V2,QE21003,QExx003
gip,GIP_W21_V2,QE21004,QExx004
gip,GIP_W21_V2,QE21005,QExx005
gip,GIP_W21_V2,QE21006,QExx006
gip,GIP_W21_V2,QE21007,QExx007
gip,GIP_W22_V2,id_g,id_g
gip,GIP_W22_V2,hhid_g,hhid_g
gip,GIP_W22_V2,pid,pid
gip,GIP_W22_V2,gender_15,gender_15
gip,GIP_W22_V2,year_of_birth_cat,year_of_birth_cat
gip,GIP_W22_V2,educ_school_15,educ_school_15
gip,GIP_W22_V2,educ_job_15,educ_job_15
gip,GIP_W22_V2,marital_status_15,marital_status_15
gip,GIP_W22_V2,number_hh_members_15,number_hh_members_15
gip,GIP_W22_V2,occupation_15,occupation_15
gip,GIP_W22_V2,state,state
gip,GIP_W22_V2,german_citizenship_15,german_citizenship_15
gip,GIP_W22_V2,internet_usage_15,internet_usage_15
gip,GIP_W22_V2,sample,sample
gip,GIP_W22_V2,dDatum,dDatum
gip,GIP_W22_V2,hOnline,hOnline
gip,GIP_W22_V2,hGIP2,hGIP2
gip,GIP_W22_V2,BF17035,BFxx035
gip,GIP_W22_V2,BF17031,BFxx031
gip,GIP_W22_V2,BF17006,BFxx006
gip,GIP_W22_V2,educ_job_14,educ_job_14
gip,GIP_W22_V2,occupation_14,occupation_14
gip,GIP_W22_V2,expAI22001,expAIxx001
gip,GIP_W22_V2,AI22001,AIxx001
gip,GIP_W22_V2,AI22012,AIxx012
gip,GIP_W22_V2,AI22014,AIxx014
gip,GIP_W22_V2,expAA22045,expAAxx045
gip,GIP_W22_V2,AA22045,AAxx045
gip,GIP_W22_V2,AA22050,AAxx050
gip,GIP_W22_V2,ZH22016_a,ZHxx016_a
gip,GIP_W22_V2,ZH22016_b,ZHxx016_b
gip,GIP_W22_V2,ZH22016_c,ZHxx016_c
gip,GIP_W22_V2,ZH22016_d,ZHxx016_d
gip,GIP_W22_V2,ZH22016_e,ZHxx016_e
gip,GIP_W22_V2,ZH22016_f,ZHxx016_f
gip,GIP_W22_V2,ZH22017,ZHxx017
gip,GIP_W22_V2,expZH22020,expZHxx020
gip,GIP_W22_V2,expAI22030,expAIxx030
gip,GIP_W22_V2,ZH22020,ZHxx020
gip,GIP_W22_V2,AI22030,AIxx030
gip,GIP_W22_V2,AI22031,AIxx031
gip,GIP_W22_V2,AI22032,AIxx032
gip,GIP_W22_V2,AI22033,AIxx033
gip,GIP_W22_V2,AI22034,AIxx034
gip,GIP_W22_V2,AH22026_17,AHxx026_17
gip,GIP_W22_V2,AH22026_1,AHxx026_1
gip,GIP_W22_V2,AH22027_1,AHxx027_1
gip,GIP_W22_V2,AH22028_1,AHxx028_1
gip,GIP_W22_V2,AH22029_1,AHxx029_1
gip,GIP_W22_V2,AH22030_1,AHxx030_1
gip,GIP_W22_V2,AH22031_1,AHxx031_1
gip,GIP_W22_V2,AH22026_2,AHxx026_2
gip,GIP_W22_V2,AH22027_2,AHxx027_2
gip,GIP_W22_V2,AH22028_2,AHxx028_2
gip,GIP_W22_V2,AH22029_2,AHxx029_2
gip,GIP_W22_V2,AH22030_2,AHxx030_2
gip,GIP_W22_V2,AH22031_2,AHxx031_2
gip,GIP_W22_V2,AH22026_3,AHxx026_3
gip,GIP_W22_V2,AH22027_3,AHxx027_3
gip,GIP_W22_V2,AH22028_3,AHxx028_3
gip,GIP_W22_V2,AH22029_3,AHxx029_3
gip,GIP_W22_V2,AH22030_3,AHxx030_3
gip,GIP_W22_V2,AH22031_3,AHxx031_3
gip,GIP_W22_V2,AH22026_4,AHxx026_4
gip,GIP_W22_V2,AH22027_4,AHxx027_4
gip,GIP_W22_V2,AH22028_4,AHxx028_4
gip,GIP_W22_V2,AH22029_4,AHxx029_4
gip,GIP_W22_V2,AH22030_4,AHxx030_4
gip,GIP_W22_V2,AH22031_4,AHxx031_4
gip,GIP_W22_V2,AH22026_5,AHxx026_5
gip,GIP_W22_V2,AH22027_5,AHxx027_5
gip,GIP_W22_V2,AH22028_5,AHxx028_5
gip,GIP_W22_V2,AH22029_5,AHxx029_5
gip,GIP_W22_V2,AH22030_5,AHxx030_5
gip,GIP_W22_V2,AH22031_5,AHxx031_5
gip,GIP_W22_V2,AH22026_6,AHxx026_6
gip,GIP_W22_V2,AH22027_6,AHxx027_6
gip,GIP_W22_V2,AH22028_6,AHxx028_6
gip,GIP_W22_V2,AH22029_6,AHxx029_6
gip,GIP_W22_V2,AH22030_6,AHxx030_6
gip,GIP_W22_V2,AH22031_6,AHxx031_6
gip,GIP_W22_V2,AH22026_7,AHxx026_7
gip,GIP_W22_V2,AH22027_7,AHxx027_7
gip,GIP_W22_V2,AH22028_7,AHxx028_7
gip,GIP_W22_V2,AH22029_7,AHxx029_7
gip,GIP_W22_V2,AH22030_7,AHxx030_7
gip,GIP_W22_V2,AH22031_7,AHxx031_7
gip,GIP_W22_V2,AH22026_8,AHxx026_8
gip,GIP_W22_V2,AH22027_8,AHxx027_8
gip,GIP_W22_V2,AH22028_8,AHxx028_8
gip,GIP_W22_V2,AH22029_8,AHxx029_8
gip,GIP_W22_V2,AH22030_8,AHxx030_8
gip,GIP_W22_V2,AH22031_8,AHxx031_8
gip,GIP_W22_V2,AH22026_9,AHxx026_9
gip,GIP_W22_V2,AH22027_9,AHxx027_9
gip,GIP_W22_V2,AH22028_9,AHxx028_9
gip,GIP_W22_V2,AH22029_9,AHxx029_9
gip,GIP_W22_V2,AH22030_9,AHxx030_9
gip,GIP_W22_V2,AH22031_9,AHxx031_9
gip,GIP_W22_V2,AH22026_10,AHxx026_10
gip,GIP_W22_V2,AH22027_10,AHxx027_10
gip,GIP_W22_V2,AH22028_10,AHxx028_10
gip,GIP_W22_V2,AH22029_10,AHxx029_10
gip,GIP_W22_V2,AH22030_10,AHxx030_10
gip,GIP_W22_V2,AH22031_10,AHxx031_10
gip,GIP_W22_V2,AH22026_11,AHxx026_11
gip,GIP_W22_V2,AH22027_11,AHxx027_11
gip,GIP_W22_V2,AH22028_11,AHxx028_11
gip,GIP_W22_V2,AH22029_11,AHxx029_11
gip,GIP_W22_V2,AH22030_11,AHxx030_11
gip,GIP_W22_V2,AH22031_11,AHxx031_11
gip,GIP_W22_V2,AH22026_12,AHxx026_12
gip,GIP_W22_V2,AH22027_12,AHxx027_12
gip,GIP_W22_V2,AH22028_12,AHxx028_12
gip,GIP_W22_V2,AH22029_12,AHxx029_12
gip,GIP_W22_V2,AH22030_12,AHxx030_12
gip,GIP_W22_V2,AH22031_12,AHxx031_12
gip,GIP_W22_V2,AH22026_13,AHxx026_13
gip,GIP_W22_V2,AH22027_13,AHxx027_13
gip,GIP_W22_V2,AH22028_13,AHxx028_13
gip,GIP_W22_V2,AH22029_13,AHxx029_13
gip,GIP_W22_V2,AH22030_13,AHxx030_13
gip,GIP_W22_V2,AH22031_13,AHxx031_13
gip,GIP_W22_V2,AH22026_14,AHxx026_14
gip,GIP_W22_V2,AH22027_14,AHxx027_14
gip,GIP_W22_V2,AH22028_14,AHxx028_14
gip,GIP_W22_V2,AH22029_14,AHxx029_14
gip,GIP_W22_V2,AH22030_14,AHxx030_14
gip,GIP_W22_V2,AH22031_14,AHxx031_14
gip,GIP_W22_V2,AH22026,AHxx026
gip,GIP_W22_V2,AH22027,AHxx027
gip,GIP_W22_V2,AH22028,AHxx028
gip,GIP_W22_V2,AH22029,AHxx029
gip,GIP_W22_V2,AH22030,AHxx030
gip,GIP_W22_V2,AH22031,AHxx031
gip,GIP_W22_V2,BF22070,BFxx070
gip,GIP_W22_V2,BF22100,BFxx100
gip,GIP_W22_V2,BF22073,BFxx073
gip,GIP_W22_V2,BF22074,BFxx074
gip,GIP_W22_V2,BF22083,BFxx083
gip,GIP_W22_V2,BF22084,BFxx084
gip,GIP_W22_V2,BF22085,BFxx085
gip,GIP_W22_V2,BF22086,BFxx086
gip,GIP_W22_V2,BF22087,BFxx087
gip,GIP_W22_V2,BF22088,BFxx088
gip,GIP_W22_V2,f035_JS_enabled,f035_JS_enabled
gip,GIP_W22_V2,nplant,nplant
gip,GIP_W22_V2,BF22101_na,BFxx101_na
gip,GIP_W22_V2,BF22102,BFxx102
gip,GIP_W22_V2,BF22103,BFxx103
gip,GIP_W22_V2,BF22104,BFxx104
gip,GIP_W22_V2,BF22105,BFxx105
gip,GIP_W22_V2,BF22106,BFxx106
gip,GIP_W22_V2,BF22107,BFxx107
gip,GIP_W22_V2,BF22108,BFxx108
gip,GIP_W22_V2,BF22109,BFxx109
gip,GIP_W22_V2,school_reason1,school_reason1
gip,GIP_W22_V2,BF22110_na,BFxx110_na
gip,GIP_W22_V2,BF22110_1,BFxx110_1
gip,GIP_W22_V2,school_reason2,school_reason2
gip,GIP_W22_V2,BF22111_na,BFxx111_na
gip,GIP_W22_V2,BF22111_1,BFxx111_1
gip,GIP_W22_V2,school_reason3,school_reason3
gip,GIP_W22_V2,BF22112_na,BFxx112_na
gip,GIP_W22_V2,BF22112_1,BFxx112_1
gip,GIP_W22_V2,school_reason4,school_reason4
gip,GIP_W22_V2,BF22113_na,BFxx113_na
gip,GIP_W22_V2,BF22113_1,BFxx113_1
gip,GIP_W22_V2,AJ22001,AJxx001
gip,GIP_W22_V2,AJ22002,AJxx002
gip,GIP_W22_V2,AJ22003,AJxx003
gip,GIP_W22_V2,AJ22004,AJxx004
gip,GIP_W22_V2,AJ22005,AJxx005
gip,GIP_W22_V2,AJ22006,AJxx006
gip,GIP_W22_V2,AJ22007,AJxx007
gip,GIP_W22_V2,AJ22008,AJxx008
gip,GIP_W22_V2,AJ22009,AJxx009
gip,GIP_W22_V2,AJ22010,AJxx010
gip,GIP_W22_V2,AJ22011,AJxx011
gip,GIP_W22_V2,AJ22012,AJxx012
gip,GIP_W22_V2,AJ22013,AJxx013
gip,GIP_W22_V2,AJ22014,AJxx014
gip,GIP_W22_V2,AJ22015,AJxx015
gip,GIP_W22_V2,AA22039,AAxx039
gip,GIP_W22_V2,ZJ22010,ZJxx010
gip,GIP_W22_V2,ZJ22011,ZJxx011
gip,GIP_W22_V2,ZJ22012,ZJxx012
gip,GIP_W22_V2,ZJ22013,ZJxx013
gip,GIP_W22_V2,QE22001,QExx001
gip,GIP_W22_V2,QE22002,QExx002
gip,GIP_W22_V2,QE22003,QExx003
gip,GIP_W22_V2,QE22004,QExx004
gip,GIP_W22_V2,QE22005,QExx005
gip,GIP_W22_V2,QE22006,QExx006
gip,GIP_W22_V2,QE22007,QExx007
gip,GIP_W23_V2,id_g,id_g
gip,GIP_W23_V2,hhid_g,hhid_g
gip,GIP_W23_V2,pid,pid
gip,GIP_W23_V2,gender_15,gender_15
gip,GIP_W23_V2,year_of_birth_cat,year_of_birth_cat
gip,GIP_W23_V2,educ_school_15,educ_school_15
gip,GIP_W23_V2,educ_job_15,educ_job_15
gip,GIP_W23_V2,marital_status_15,marital_status_15
gip,GIP_W23_V2,number_hh_members_15,number_hh_members_15
gip,GIP_W23_V2,occupation_15,occupation_15
gip,GIP_W23_V2,state,state
gip,GIP_W23_V2,german_citizenship_15,german_citizenship_15
gip,GIP_W23_V2,internet_usage_15,internet_usage_15
gip,GIP_W23_V2,sample,sample
gip,GIP_W23_V2,error,error
gip,GIP_W23_V2,second,second
gip,GIP_W23_V2,dDatum,dDatum
gip,GIP_W23_V2,hOnline,hOnline
gip,GIP_W23_V2,hGIP2,hGIP2
gip,GIP_W23_V2,javascript,javascript
gip,GIP_W23_V2,expRM23001,expRMxx001
gip,GIP_W23_V2,RM23001,RMxx001
gip,GIP_W23_V2,RM23002_a,RMxx002_a
gip,GIP_W23_V2,RM23002_b,RMxx002_b
gip,GIP_W23_V2,RM23002_c,RMxx002_c
gip,GIP_W23_V2,RM23002_d,RMxx002_d
gip,GIP_W23_V2,RM23002_e,RMxx002_e
gip,GIP_W23_V2,RM23002_f,RMxx002_f
gip,GIP_W23_V2,RM23002_g,RMxx002_g
gip,GIP_W23_V2,RM23002_h,RMxx002_h
gip,GIP_W23_V2,RM23002_coding,RMxx002_coding
gip,GIP_W23_V2,RM23003,RMxx003
gip,GIP_W23_V2,RM23004,RMxx004
gip,GIP_W23_V2,RM23005_a,RMxx005_a
gip,GIP_W23_V2,RM23005_b,RMxx005_b
gip,GIP_W23_V2,RM23005_c,RMxx005_c
gip,GIP_W23_V2,RM23005_d,RMxx005_d
gip,GIP_W23_V2,RM23005_e,RMxx005_e
gip,GIP_W23_V2,RM23005_f,RMxx005_f
gip,GIP_W23_V2,RM23005_g,RMxx005_g
gip,GIP_W23_V2,RM23005_h,RMxx005_h
gip,GIP_W23_V2,RM23005_i,RMxx005_i
gip,GIP_W23_V2,RM23005_j,RMxx005_j
gip,GIP_W23_V2,RM23006,RMxx006
gip,GIP_W23_V2,RM23007,RMxx007
gip,GIP_W23_V2,expRM23008,expRMxx008
gip,GIP_W23_V2,RM23008,RMxx008
gip,GIP_W23_V2,RM23009,RMxx009
gip,GIP_W23_V2,RM23010,RMxx010
gip,GIP_W23_V2,RM23011,RMxx011
gip,GIP_W23_V2,RM23012,RMxx012
gip,GIP_W23_V2,RM23013,RMxx013
gip,GIP_W23_V2,RM23014,RMxx014
gip,GIP_W23_V2,RM23015,RMxx015
gip,GIP_W23_V2,RM23016,RMxx016
gip,GIP_W23_V2,RM23017,RMxx017
gip,GIP_W23_V2,RM23018,RMxx018
gip,GIP_W23_V2,RM23019,RMxx019
gip,GIP_W23_V2,RM23020_a,RMxx020_a
gip,GIP_W23_V2,RM23020_b,RMxx020_b
gip,GIP_W23_V2,RM23020_c,RMxx020_c
gip,GIP_W23_V2,RM23020_d,RMxx020_d
gip,GIP_W23_V2,RM23020_e,RMxx020_e
gip,GIP_W23_V2,RM23020_f,RMxx020_f
gip,GIP_W23_V2,RM23020_g,RMxx020_g
gip,GIP_W23_V2,RM23020_h,RMxx020_h
gip,GIP_W23_V2,RM23020_i,RMxx020_i
gip,GIP_W23_V2,RM23020_j,RMxx020_j
gip,GIP_W23_V2,RM23021_a,RMxx021_a
gip,GIP_W23_V2,RM23021_b,RMxx021_b
gip,GIP_W23_V2,RM23021_c,RMxx021_c
gip,GIP_W23_V2,RM23021_d,RMxx021_d
gip,GIP_W23_V2,RM23021_e,RMxx021_e
gip,GIP_W23_V2,RM23021_f,RMxx021_f
gip,GIP_W23_V2,RM23021_g,RMxx021_g
gip,GIP_W23_V2,RM23021_h,RMxx021_h
gip,GIP_W23_V2,RM23021_i,RMxx021_i
gip,GIP_W23_V2,RM23021_j,RMxx021_j
gip,GIP_W23_V2,RM23022_a,RMxx022_a
gip,GIP_W23_V2,RM23022_b,RMxx022_b
gip,GIP_W23_V2,RM23022_c,RMxx022_c
gip,GIP_W23_V2,RM23022_d,RMxx022_d
gip,GIP_W23_V2,RM23022_e,RMxx022_e
gip,GIP_W23_V2,RM23022_f,RMxx022_f
gip,GIP_W23_V2,RM23022_g,RMxx022_g
gip,GIP_W23_V2,RM23022_h,RMxx022_h
gip,GIP_W23_V2,RM23022_i,RMxx022_i
gip,GIP_W23_V2,RM23022_j,RMxx022_j
gip,GIP_W23_V2,RM23022_k,RMxx022_k
gip,GIP_W23_V2,RM23023,RMxx023
gip,GIP_W23_V2,RM23024,RMxx024
gip,GIP_W23_V2,CD23120,CDxx120
gip,GIP_W23_V2,expCD23121,expCDxx121
gip,GIP_W23_V2,expCD23121_1,expCDxx121_1
gip,GIP_W23_V2,expCD23121_2,expCDxx121_2
gip,GIP_W23_V2,CD23121,CDxx121
gip,GIP_W23_V2,CD23122,CDxx122
gip,GIP_W23_V2,CD23123,CDxx123
gip,GIP_W23_V2,CD23124,CDxx124
gip,GIP_W23_V2,rndCD23125,rndCDxx125
gip,GIP_W23_V2,CD23125,CDxx125
gip,GIP_W23_V2,rndCD23126,rndCDxx126
gip,GIP_W23_V2,CD23126,CDxx126
gip,GIP_W23_V2,rndCD23127,rndCDxx127
gip,GIP_W23_V2,CD23127,CDxx127
gip,GIP_W23_V2,CD23128,CDxx128
gip,GIP_W23_V2,rndCE23210,rndCExx210
gip,GIP_W23_V2,CE23210,CExx210
gip,GIP_W23_V2,CE23211,CExx211
